Test Number,Was Tested On P1,Was Tested On P2,Was Tested On P3,Was Tested On P4,Was Tested On Multiple Participants,Test Type,Style,Tempo,GMD Drummer,GMD Performance Session,GMD Segment Type,GMD Segment Meter,Selected 2Bars From Start,Dualized Midifolder Path,Test Folder
289,True,False,False,False,False,Simple Complex,funk,112.0,drummer7,session3,beat,4-4,17,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[289 P1] drummer7-session3-47_funk_112_beat_4-4_best_2bar_segment_17
290,True,False,False,False,False,Simple Complex,funk,112.0,drummer7,session3,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[290 P1] drummer7-session3-48_funk_112_beat_4-4_best_2bar_segment_0
291,True,False,False,False,False,Simple Complex,neworleans-funk,93.0,drummer7,session3,beat,4-4,12,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[291 P1] drummer7-session3-67_neworleans-funk_93_beat_4-4_best_2bar_segment_12
292,True,False,False,False,False,Simple Complex,funk-groove1,138.0,drummer8,eval,beat,4-4,7,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[292 P1] drummer8-eval-session-1_funk-groove1_138_beat_4-4_best_2bar_segment_7
293,True,False,False,False,False,Simple Complex,soul-groove4,80.0,drummer8,eval,beat,4-4,10,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[293 P1] drummer8-eval-session-4_soul-groove4_80_beat_4-4_best_2bar_segment_10
294,True,False,False,False,False,Simple Complex,hiphop-groove6,87.0,drummer8,eval,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[294 P1] drummer8-eval-session-6_hiphop-groove6_87_beat_4-4_best_2bar_segment_1
295,True,False,False,False,False,Simple Complex,neworleans-funk,82.0,drummer8,session1,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[295 P1] drummer8-session1-10_neworleans-funk_82_beat_4-4_best_2bar_segment_4
296,True,False,False,False,False,Simple Complex,latin,118.0,drummer8,session1,beat,4-4,27,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[296 P1] drummer8-session1-13_latin_118_beat_4-4_best_2bar_segment_27
297,True,False,False,False,False,Simple Complex,afrobeat,90.0,drummer8,session1,beat,4-4,30,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[297 P1] drummer8-session1-16_afrobeat_90_beat_4-4_best_2bar_segment_30
298,True,False,False,False,False,Simple Complex,afrobeat,90.0,drummer8,session1,beat,4-4,12,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[298 P1] drummer8-session1-17_afrobeat_90_beat_4-4_best_2bar_segment_12
299,True,False,False,False,False,Simple Complex,funk,108.0,drummer8,session1,beat,4-4,28,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[299 P1] drummer8-session1-18_funk_108_beat_4-4_best_2bar_segment_28
300,True,False,False,False,False,Simple Complex,funk,95.0,drummer8,session1,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[300 P1] drummer8-session1-1_funk_95_beat_4-4_best_2bar_segment_5
301,True,False,False,False,False,Simple Complex,rock-shuffle,112.0,drummer8,session1,beat,4-4,60,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[301 P1] drummer8-session1-20_rock-shuffle_112_beat_4-4_best_2bar_segment_60
302,True,False,False,False,False,Simple Complex,rock-shuffle,112.0,drummer8,session1,beat,4-4,17,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[302 P1] drummer8-session1-21_rock-shuffle_112_beat_4-4_best_2bar_segment_17
303,True,False,False,False,False,Simple Complex,hiphop,70.0,drummer8,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[303 P1] drummer8-session1-23_hiphop_70_beat_4-4_best_2bar_segment_0
304,True,False,False,False,False,Simple Complex,afrobeat,94.0,drummer8,session1,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[304 P1] drummer8-session1-26_afrobeat_94_beat_4-4_best_2bar_segment_5
305,True,False,False,False,False,Simple Complex,rock,102.0,drummer8,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[305 P1] drummer8-session1-28_rock_102_beat_4-4_best_2bar_segment_1
306,True,False,False,False,False,Simple Complex,funk,95.0,drummer8,session1,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[306 P1] drummer8-session1-2_funk_95_beat_4-4_best_2bar_segment_4
307,True,False,False,False,False,Simple Complex,funk,80.0,drummer8,session1,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[307 P1] drummer8-session1-6_funk_80_beat_4-4_best_2bar_segment_3
308,True,False,False,False,False,Simple Complex,funk,81.0,drummer8,session2,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[308 P1] drummer8-session2-12_funk_81_beat_4-4_best_2bar_segment_4
309,True,False,False,False,False,Simple Complex,afrobeat,103.0,drummer8,session2,beat,4-4,26,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[309 P1] drummer8-session2-14_afrobeat_103_beat_4-4_best_2bar_segment_26
310,True,False,False,False,False,Simple Complex,afrobeat,85.0,drummer8,session2,beat,4-4,17,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[310 P1] drummer8-session2-17_afrobeat_85_beat_4-4_best_2bar_segment_17
311,True,False,False,False,False,Simple Complex,neworleans-funk,90.0,drummer8,session2,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[311 P1] drummer8-session2-19_neworleans-funk_90_beat_4-4_best_2bar_segment_4
312,True,False,False,False,False,Simple Complex,funk,92.0,drummer8,session2,beat,4-4,11,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[312 P1] drummer8-session2-1_funk_92_beat_4-4_best_2bar_segment_11
313,True,False,False,False,False,Simple Complex,neworleans-funk,90.0,drummer8,session2,beat,4-4,18,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[313 P1] drummer8-session2-20_neworleans-funk_90_beat_4-4_best_2bar_segment_18
314,True,False,False,False,False,Simple Complex,latin-bounce,106.0,drummer8,session2,beat,4-4,30,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[314 P1] drummer8-session2-29_latin-bounce_106_beat_4-4_best_2bar_segment_30
315,True,False,False,False,False,Simple Complex,funk,92.0,drummer8,session2,beat,4-4,56,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[315 P1] drummer8-session2-2_funk_92_beat_4-4_best_2bar_segment_56
316,True,False,False,False,False,Simple Complex,afrobeat,98.0,drummer8,session2,beat,4-4,11,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[316 P1] drummer8-session2-30_afrobeat_98_beat_4-4_best_2bar_segment_11
317,True,False,False,False,False,Simple Complex,afrobeat,98.0,drummer8,session2,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[317 P1] drummer8-session2-31_afrobeat_98_beat_4-4_best_2bar_segment_5
318,True,False,False,False,False,Simple Complex,rock,117.0,drummer8,session2,beat,4-4,75,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[318 P1] drummer8-session2-32_rock_117_beat_4-4_best_2bar_segment_75
319,True,False,False,False,False,Simple Complex,latin-brazilian-songo,120.0,drummer8,session2,beat,4-4,54,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[319 P1] drummer8-session2-35_latin-brazilian-songo_120_beat_4-4_best_2bar_segment_54
320,True,False,False,False,False,Simple Complex,latin,118.0,drummer8,session2,beat,4-4,18,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[320 P1] drummer8-session2-36_latin_118_beat_4-4_best_2bar_segment_18
321,True,False,False,False,False,Simple Complex,rock,112.0,drummer8,session2,beat,4-4,4,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[321 P1] drummer8-session2-38_rock_112_beat_4-4_best_2bar_segment_4
322,True,False,False,False,False,Simple Complex,afrobeat,114.0,drummer8,session2,beat,4-4,11,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[322 P1] drummer8-session2-3_afrobeat_114_beat_4-4_best_2bar_segment_11
323,True,False,False,False,False,Simple Complex,rock-indie,104.0,drummer8,session2,beat,4-4,12,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[323 P1] drummer8-session2-40_rock-indie_104_beat_4-4_best_2bar_segment_12
324,True,False,False,False,False,Simple Complex,highlife,126.0,drummer8,session2,beat,4-4,50,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[324 P1] drummer8-session2-41_highlife_126_beat_4-4_best_2bar_segment_50
325,True,False,False,False,False,Simple Complex,highlife,126.0,drummer8,session2,beat,4-4,14,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[325 P1] drummer8-session2-42_highlife_126_beat_4-4_best_2bar_segment_14
326,True,False,False,False,False,Simple Complex,afrobeat,114.0,drummer8,session2,beat,4-4,27,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[326 P1] drummer8-session2-4_afrobeat_114_beat_4-4_best_2bar_segment_27
327,True,False,False,False,False,Simple Complex,funk,91.0,drummer8,session2,beat,4-4,5,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[327 P1] drummer8-session2-5_funk_91_beat_4-4_best_2bar_segment_5
328,True,False,False,False,False,Simple Complex,funk,91.0,drummer8,session2,beat,4-4,22,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[328 P1] drummer8-session2-6_funk_91_beat_4-4_best_2bar_segment_22
329,True,False,False,False,False,Simple Complex,hiphop,86.0,drummer8,session2,beat,4-4,32,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[329 P1] drummer8-session2-9_hiphop_86_beat_4-4_best_2bar_segment_32
330,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[330 P1] drummer9-session1-11_rock_100_beat_4-4_best_2bar_segment_1
331,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[331 P1] drummer9-session1-12_rock_100_beat_4-4_best_2bar_segment_1
332,True,False,False,False,False,Simple Complex,rock,120.0,drummer9,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[332 P1] drummer9-session1-13_rock_120_beat_4-4_best_2bar_segment_0
333,True,False,False,False,False,Simple Complex,rock,120.0,drummer9,session1,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[333 P1] drummer9-session1-14_rock_120_beat_4-4_best_2bar_segment_2
334,True,False,False,False,False,Simple Complex,rock,120.0,drummer9,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[334 P1] drummer9-session1-15_rock_120_beat_4-4_best_2bar_segment_1
335,True,False,False,False,False,Simple Complex,rock,120.0,drummer9,session1,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[335 P1] drummer9-session1-18_rock_120_beat_4-4_best_2bar_segment_3
336,True,False,False,False,False,Simple Complex,rock,120.0,drummer9,session1,beat,4-4,3,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[336 P1] drummer9-session1-19_rock_120_beat_4-4_best_2bar_segment_3
337,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[337 P1] drummer9-session1-1_rock_100_beat_4-4_best_2bar_segment_0
338,True,False,False,False,False,Simple Complex,rock,120.0,drummer9,session1,beat,4-4,8,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[338 P1] drummer9-session1-23_rock_120_beat_4-4_best_2bar_segment_8
339,True,False,False,False,False,Simple Complex,rock,90.0,drummer9,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[339 P1] drummer9-session1-26_rock_90_beat_4-4_best_2bar_segment_0
340,True,False,False,False,False,Simple Complex,rock,90.0,drummer9,session1,beat,4-4,1,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[340 P1] drummer9-session1-28_rock_90_beat_4-4_best_2bar_segment_1
341,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[341 P1] drummer9-session1-2_rock_100_beat_4-4_best_2bar_segment_0
342,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[342 P1] drummer9-session1-3_rock_100_beat_4-4_best_2bar_segment_2
343,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,12,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[343 P1] drummer9-session1-5_rock_100_beat_4-4_best_2bar_segment_12
344,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,0,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[344 P1] drummer9-session1-7_rock_100_beat_4-4_best_2bar_segment_0
345,True,False,False,False,False,Simple Complex,rock,100.0,drummer9,session1,beat,4-4,2,midi_files/SimpleComplex/tested_with_Participant_1_Only/dualized,midi_files/SimpleComplex/tested_with_Participant_1_Only/[345 P1] drummer9-session1-8_rock_100_beat_4-4_best_2bar_segment_2
